EmployeeID,EmployeeName,Gender,Age,Department,JobRole,Salary,Bonus,PerformanceRating,TrainingHours,AttendancePercent,LeaveDays,OvertimeHours,WorkMode,RecruitmentSource,JobSatisfaction,Attrition,AttritionFlag,AgeGroup,SalaryBand,AttendanceStatus,LeaveCategory
EMP0156,Employee_156,Male,39,Operations,Executive,44627,6636,2,14,98.7,28,26,Remote,LinkedIn,5,No,0,30-39,Low (<$70k),Excellent,High (>15 days)
EMP0157,Employee_157,Female,27,Finance,Specialist,96541,7362,3,84,76.7,11,9,On-site,Referral,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0158,Employee_158,Female,58,Sales,Specialist,152805,16395,2,88,86.4,10,15,Hybrid,Referral,4,No,0,50+,High (>$120k),Good,Medium (5-15 days)
EMP0159,Employee_159,Male,34,Sales,Manager,108226,16578,4,81,90.2,23,9,On-site,Referral,5,No,0,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0160,Employee_160,Female,49,IT,Specialist,145627,2537,1,92,81.4,7,5,Remote,Website,5,No,0,40-49,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0161,Employee_161,Male,26,Finance,Manager,43255,19226,3,96,85.2,24,4,On-site,Website,4,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Good,High (>15 days)
EMP0162,Employee_162,Female,34,Sales,Analyst,97433,15216,2,36,91.9,5,5,Hybrid,Agency,4,No,0,30-39,Medium ($70k-$120k),Good,Low (<5 days)
EMP0163,Employee_163,Female,38,HR,Executive,45213,18613,3,49,80.7,27,24,Hybrid,Referral,2,Yes,1,30-39,Low (<$70k),Needs Attention,High (>15 days)
EMP0164,Employee_164,Female,53,Finance,Specialist,142412,3009,4,35,90,21,3,On-site,Website,3,Yes,1,50+,High (>$120k),Good,High (>15 days)
EMP0165,Employee_165,Male,50,HR,Manager,59404,14209,3,36,92.4,1,39,Hybrid,Referral,1,No,0,50+,Low (<$70k),Good,Low (<5 days)
EMP0166,Employee_166,Female,24,HR,Director,156545,15675,5,71,77.3,18,31,Hybrid,Website,4,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0167,Employee_167,Male,55,Sales,Specialist,65380,15029,3,92,87.4,19,34,Hybrid,Website,4,No,0,50+,Low (<$70k),Good,High (>15 days)
EMP0168,Employee_168,Male,48,Finance,Analyst,131056,2077,3,59,81.6,19,9,Remote,LinkedIn,5,No,0,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0169,Employee_169,Male,34,Operations,Analyst,59173,13907,3,51,93.1,23,33,Remote,Referral,2,No,0,30-39,Low (<$70k),Good,High (>15 days)
EMP0170,Employee_170,Female,54,Sales,Director,93027,3867,4,38,79.7,13,35,Hybrid,Referral,5,No,0,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0171,Employee_171,Female,27,Sales,Manager,63989,16152,3,48,97.3,0,5,On-site,Website,4,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Excellent,Low (<5 days)
EMP0172,Employee_172,Male,45,Finance,Specialist,148106,4873,3,69,85.8,9,15,Remote,Referral,4,No,0,40-49,High (>$120k),Good,Medium (5-15 days)
EMP0173,Employee_173,Male,40,Finance,Manager,64519,8635,3,50,80,15,18,On-site,Website,5,No,0,40-49,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0174,Employee_174,Male,37,HR,Analyst,62439,297,3,42,86,29,33,Hybrid,Referral,4,No,0,30-39,Low (<$70k),Good,High (>15 days)
EMP0175,Employee_175,Female,49,Finance,Manager,158570,13095,4,92,85.2,3,24,Hybrid,LinkedIn,3,No,0,40-49,High (>$120k),Good,Low (<5 days)
EMP0176,Employee_176,Male,54,HR,Analyst,116949,9036,3,92,85.7,26,30,On-site,Referral,1,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0177,Employee_177,Female,34,Sales,Manager,54995,1015,3,25,89.6,27,16,Remote,LinkedIn,1,No,0,30-39,Low (<$70k),Good,High (>15 days)
EMP0178,Employee_178,Male,46,IT,Director,63559,1384,4,32,88,28,29,On-site,Agency,1,Yes,1,40-49,Low (<$70k),Good,High (>15 days)
EMP0179,Employee_179,Female,57,Operations,Executive,150887,8745,3,16,78.7,10,38,On-site,Referral,3,No,0,50+,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0180,Employee_180,Male,48,Sales,Director,129049,18734,5,35,76.6,15,30,Hybrid,Referral,4,No,0,40-49,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0181,Employee_181,Male,59,Finance,Director,45021,17653,3,21,93.2,26,18,Remote,Referral,5,Yes,1,50+,Low (<$70k),Good,High (>15 days)
EMP0182,Employee_182,Male,28,Operations,Executive,138000,1260,3,81,89,19,34,On-site,LinkedIn,2,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Good,High (>15 days)
EMP0183,Employee_183,Female,26,IT,Executive,61119,7701,4,14,84,0,28,Remote,Referral,4,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,Low (<5 days)
EMP0184,Employee_184,Female,52,IT,Specialist,91539,10401,1,78,95.2,15,0,Hybrid,Referral,3,No,0,50+,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0185,Employee_185,Male,44,HR,Specialist,134835,15519,3,58,84.7,18,3,Remote,Website,3,No,0,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0186,Employee_186,Female,31,Operations,Director,79350,11864,3,35,94.9,20,27,Hybrid,Agency,1,No,0,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0187,Employee_187,Female,53,HR,Director,86223,15681,3,14,82.6,21,17,Remote,LinkedIn,4,No,0,50+,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0188,Employee_188,Female,51,Sales,Analyst,65517,5543,3,31,76.8,8,25,On-site,Website,1,No,0,50+,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0189,Employee_189,Female,52,Operations,Analyst,118653,18265,4,88,98.3,8,39,Hybrid,LinkedIn,2,No,0,50+,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0190,Employee_190,Male,39,Sales,Specialist,62250,12488,3,22,84.9,8,18,On-site,Website,1,No,0,30-39,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0191,Employee_191,Male,57,HR,Specialist,124486,10079,3,37,94.8,26,5,Hybrid,Agency,2,No,0,50+,High (>$120k),Good,High (>15 days)
EMP0192,Employee_192,Female,23,Operations,Analyst,122895,10744,5,42,82,16,0,Remote,Website,3,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0193,Employee_193,Female,35,HR,Analyst,129132,3809,3,32,91.2,11,7,Remote,LinkedIn,1,No,0,30-39,High (>$120k),Good,Medium (5-15 days)
EMP0194,Employee_194,Female,34,Operations,Manager,131066,7206,3,27,96.8,24,32,Hybrid,Referral,1,No,0,30-39,High (>$120k),Excellent,High (>15 days)
EMP0195,Employee_195,Male,50,HR,Manager,106798,13746,3,39,76,12,20,Hybrid,Referral,5,No,0,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0196,Employee_196,Male,33,IT,Analyst,94199,15995,4,35,95.8,7,23,Hybrid,Agency,3,No,0,30-39,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0197,Employee_197,Female,23,HR,Manager,99546,16035,3,25,89.3,15,24,Remote,LinkedIn,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0198,Employee_198,Female,53,IT,Executive,145686,11671,4,86,90.2,17,18,Hybrid,LinkedIn,2,Yes,1,50+,High (>$120k),Good,High (>15 days)
EMP0199,Employee_199,Female,34,HR,Specialist,128151,13210,4,48,88.1,28,28,Hybrid,LinkedIn,2,No,0,30-39,High (>$120k),Good,High (>15 days)
EMP0200,Employee_200,Female,48,Operations,Specialist,43327,17793,3,42,96.9,26,9,On-site,Agency,3,No,0,40-49,Low (<$70k),Excellent,High (>15 days)
EMP0201,Employee_201,Female,38,Operations,Analyst,69768,5197,3,35,76.1,0,11,Hybrid,Referral,2,No,0,30-39,Low (<$70k),Needs Attention,Low (<5 days)
EMP0202,Employee_202,Male,52,Operations,Director,104418,15553,4,57,81.5,0,32,On-site,Website,3,No,0,50+,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0203,Employee_203,Male,55,Finance,Analyst,134386,7452,3,74,96.9,11,6,On-site,Agency,2,Yes,1,50+,High (>$120k),Excellent,Medium (5-15 days)
EMP0204,Employee_204,Female,45,Sales,Manager,156947,8718,4,47,93.8,5,16,On-site,Website,4,No,0,40-49,High (>$120k),Good,Low (<5 days)
EMP0205,Employee_205,Female,56,Operations,Director,82788,14859,4,11,75.4,8,9,Remote,Referral,1,No,0,50+,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0206,Employee_206,Male,27,IT,Manager,155945,2172,3,15,87.9,22,30,On-site,Agency,4,Yes,1,<30 (Gen Z/Young Millennial),High (>$120k),Good,High (>15 days)
EMP0207,Employee_207,Male,40,Operations,Executive,122384,13158,3,55,88.2,4,5,Hybrid,Referral,3,No,0,40-49,High (>$120k),Good,Low (<5 days)
EMP0208,Employee_208,Female,51,Finance,Manager,86830,16663,4,59,85,26,16,Remote,Website,3,Yes,1,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0209,Employee_209,Male,28,IT,Executive,92446,19053,4,47,82.4,15,36,Remote,LinkedIn,4,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0210,Employee_210,Male,31,Finance,Executive,145078,11085,3,97,92,17,17,Remote,LinkedIn,1,No,0,30-39,High (>$120k),Good,High (>15 days)
EMP0211,Employee_211,Female,53,IT,Manager,55160,3981,2,27,80.2,16,25,Remote,Website,1,No,0,50+,Low (<$70k),Needs Attention,High (>15 days)
EMP0212,Employee_212,Female,55,HR,Manager,96583,5247,3,36,95,17,15,Remote,LinkedIn,5,No,0,50+,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0213,Employee_213,Female,49,Sales,Executive,73998,10553,3,50,95.1,0,7,Remote,Website,2,No,0,40-49,Medium ($70k-$120k),Excellent,Low (<5 days)
EMP0214,Employee_214,Male,36,Sales,Director,67230,6135,3,81,85.4,18,23,Remote,Agency,5,No,0,30-39,Low (<$70k),Good,High (>15 days)
EMP0215,Employee_215,Female,51,Finance,Executive,49076,5573,3,83,82.1,21,12,On-site,Agency,1,No,0,50+,Low (<$70k),Needs Attention,High (>15 days)
EMP0216,Employee_216,Male,58,Sales,Specialist,109341,13731,3,26,82.1,28,28,Hybrid,Agency,4,No,0,50+,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0217,Employee_217,Male,50,Finance,Executive,71085,7189,3,71,87.1,7,31,Hybrid,LinkedIn,2,No,0,50+,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0218,Employee_218,Female,43,Finance,Director,95571,14541,3,38,93,2,23,On-site,Referral,4,No,0,40-49,Medium ($70k-$120k),Good,Low (<5 days)
EMP0219,Employee_219,Female,25,Finance,Specialist,54715,10878,3,67,84,25,15,On-site,LinkedIn,5,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,High (>15 days)
EMP0220,Employee_220,Female,41,Sales,Analyst,45750,11087,3,79,90.3,24,10,Remote,LinkedIn,3,No,0,40-49,Low (<$70k),Good,High (>15 days)
EMP0221,Employee_221,Female,53,Finance,Analyst,153931,13667,3,87,84.6,25,31,Remote,Referral,4,No,0,50+,High (>$120k),Needs Attention,High (>15 days)
EMP0222,Employee_222,Female,57,Sales,Director,118768,2776,3,31,82.6,4,5,On-site,Referral,5,No,0,50+,Medium ($70k-$120k),Needs Attention,Low (<5 days)
EMP0223,Employee_223,Male,25,Finance,Executive,158544,9311,3,15,75.6,22,34,Remote,Referral,5,Yes,1,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,High (>15 days)
EMP0224,Employee_224,Male,48,Operations,Manager,75903,7697,3,35,75.1,7,32,Hybrid,Referral,5,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0225,Employee_225,Male,38,Finance,Director,112489,14629,3,48,80.7,18,17,Hybrid,LinkedIn,3,No,0,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0226,Employee_226,Male,33,IT,Specialist,72093,8386,5,21,85.2,17,36,Remote,Website,3,Yes,1,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0227,Employee_227,Non-Binary,43,Finance,Specialist,131036,17046,3,23,96.3,17,12,Remote,Agency,3,Yes,1,40-49,High (>$120k),Excellent,High (>15 days)
EMP0228,Employee_228,Male,38,HR,Analyst,127954,8044,5,31,95,20,9,Remote,Website,2,Yes,1,30-39,High (>$120k),Excellent,High (>15 days)
EMP0229,Employee_229,Female,31,Finance,Specialist,159277,9615,3,60,81.7,0,36,Hybrid,LinkedIn,3,No,0,30-39,High (>$120k),Needs Attention,Low (<5 days)
EMP0230,Employee_230,Female,22,IT,Director,74314,15034,3,32,81.1,14,25,Remote,Referral,3,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0231,Employee_231,Female,43,IT,Specialist,88225,5060,4,57,80.7,17,16,On-site,Agency,3,No,0,40-49,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0232,Employee_232,Male,47,Sales,Director,127985,10900,3,80,83.5,28,0,Remote,Agency,4,No,0,40-49,High (>$120k),Needs Attention,High (>15 days)
EMP0233,Employee_233,Female,39,Operations,Manager,123014,5581,3,59,87.5,24,24,On-site,Website,3,No,0,30-39,High (>$120k),Good,High (>15 days)
EMP0234,Employee_234,Male,35,Finance,Analyst,75179,2014,3,98,86,6,33,Remote,LinkedIn,2,No,0,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0235,Employee_235,Male,50,Sales,Specialist,157305,12997,3,22,80.5,15,38,Remote,LinkedIn,5,Yes,1,50+,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0236,Employee_236,Female,33,Operations,Director,152417,10635,2,94,78.3,15,9,Hybrid,LinkedIn,4,No,0,30-39,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0237,Employee_237,Male,57,Finance,Executive,65338,13648,3,19,75.3,14,19,On-site,Agency,1,No,0,50+,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0238,Employee_238,Male,56,HR,Analyst,132435,7148,1,64,78.8,5,6,On-site,Website,3,Yes,1,50+,High (>$120k),Needs Attention,Low (<5 days)
EMP0239,Employee_239,Female,33,Finance,Manager,109681,18748,1,18,92.6,8,15,On-site,Agency,5,No,0,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0240,Employee_240,Male,28,IT,Director,72101,14022,5,88,81.1,6,36,Hybrid,Agency,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0241,Employee_241,Female,50,IT,Manager,42775,5919,3,61,86.7,13,28,On-site,Referral,4,Yes,1,50+,Low (<$70k),Good,Medium (5-15 days)
EMP0242,Employee_242,Female,32,HR,Manager,151497,15886,3,11,89.8,10,11,Hybrid,Website,1,Yes,1,30-39,High (>$120k),Good,Medium (5-15 days)
EMP0243,Employee_243,Female,54,Sales,Specialist,137183,6638,4,34,97.2,20,16,Remote,Referral,2,Yes,1,50+,High (>$120k),Excellent,High (>15 days)
EMP0244,Employee_244,Male,27,Operations,Specialist,85619,4651,3,22,97.2,15,19,Remote,LinkedIn,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0245,Employee_245,Male,36,Finance,Director,85838,609,3,60,93.6,24,25,On-site,Agency,5,No,0,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0246,Employee_246,Female,53,IT,Executive,59539,7940,3,67,75.9,5,18,Remote,Website,5,No,0,50+,Low (<$70k),Needs Attention,Low (<5 days)
EMP0247,Employee_247,Male,32,Sales,Director,142274,10348,3,43,89.4,21,11,Remote,LinkedIn,5,No,0,30-39,High (>$120k),Good,High (>15 days)
EMP0248,Employee_248,Female,44,HR,Executive,97124,3866,3,44,94.7,26,20,On-site,Website,4,No,0,40-49,Medium ($70k-$120k),Good,High (>15 days)
EMP0249,Employee_249,Female,47,IT,Manager,105149,16755,4,12,75.4,15,33,Remote,Agency,1,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0250,Employee_250,Female,55,HR,Analyst,66616,16999,5,68,88.7,19,6,On-site,Website,5,Yes,1,50+,Low (<$70k),Good,High (>15 days)
EMP0251,Employee_251,Male,55,Finance,Director,119655,2253,3,79,96.4,28,34,On-site,LinkedIn,2,No,0,50+,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0252,Employee_252,Male,50,Operations,Director,130695,4942,3,57,86.9,15,14,Remote,Referral,2,No,0,50+,High (>$120k),Good,Medium (5-15 days)
EMP0253,Employee_253,Female,25,IT,Executive,94567,12330,3,73,75.1,11,0,Remote,Agency,3,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0254,Employee_254,Male,38,IT,Manager,77099,864,2,28,75.3,16,25,Remote,Referral,5,No,0,30-39,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0255,Employee_255,Male,56,Finance,Manager,115831,1268,4,76,85.4,4,34,Remote,Agency,5,Yes,1,50+,Medium ($70k-$120k),Good,Low (<5 days)
EMP0256,Employee_256,Female,34,Sales,Executive,140246,7454,2,91,78.9,26,24,Remote,LinkedIn,5,No,0,30-39,High (>$120k),Needs Attention,High (>15 days)
EMP0257,Employee_257,Female,36,Operations,Manager,101799,13666,3,82,91.6,24,14,Hybrid,Agency,5,No,0,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0258,Employee_258,Female,50,IT,Specialist,130221,12370,4,85,92.7,12,21,Remote,Referral,5,No,0,50+,High (>$120k),Good,Medium (5-15 days)
EMP0259,Employee_259,Female,50,Operations,Analyst,154879,5229,3,14,79.4,7,5,Hybrid,Agency,2,No,0,50+,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0260,Employee_260,Male,32,IT,Director,65479,16309,3,76,97.2,23,14,On-site,LinkedIn,1,No,0,30-39,Low (<$70k),Excellent,High (>15 days)
EMP0261,Employee_261,Female,53,Operations,Analyst,86172,18621,3,20,86,4,23,Remote,Agency,1,No,0,50+,Medium ($70k-$120k),Good,Low (<5 days)
EMP0262,Employee_262,Non-Binary,23,HR,Director,139165,4054,4,77,78.6,11,20,Remote,Referral,3,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,Medium (5-15 days)
EMP0263,Employee_263,Male,35,IT,Specialist,95863,935,3,78,94.1,8,6,Remote,LinkedIn,2,No,0,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0264,Employee_264,Male,41,Operations,Manager,82043,12172,4,10,94.7,2,28,On-site,Referral,5,No,0,40-49,Medium ($70k-$120k),Good,Low (<5 days)
EMP0265,Employee_265,Female,43,Sales,Executive,122569,10530,2,72,91,2,31,Hybrid,Agency,1,No,0,40-49,High (>$120k),Good,Low (<5 days)
EMP0266,Employee_266,Female,32,HR,Specialist,142438,15560,4,38,96.3,0,31,Hybrid,Website,4,No,0,30-39,High (>$120k),Excellent,Low (<5 days)
EMP0267,Employee_267,Female,48,HR,Analyst,150107,16156,4,91,93.4,24,4,Remote,Referral,4,No,0,40-49,High (>$120k),Good,High (>15 days)
EMP0268,Employee_268,Female,24,Sales,Executive,55408,16709,3,21,97.1,21,3,Remote,Agency,4,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Excellent,High (>15 days)
EMP0269,Employee_269,Male,38,Operations,Manager,97980,9726,3,86,85.8,17,21,Remote,Website,5,Yes,1,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0270,Employee_270,Male,49,Finance,Specialist,122956,7774,3,50,93.7,23,17,Remote,Website,5,No,0,40-49,High (>$120k),Good,High (>15 days)
EMP0271,Employee_271,Female,50,Sales,Executive,56351,1985,3,11,100,11,34,On-site,LinkedIn,3,No,0,50+,Low (<$70k),Excellent,Medium (5-15 days)
EMP0272,Employee_272,Female,42,Operations,Specialist,44131,14252,3,46,93.1,8,16,Remote,Website,3,No,0,40-49,Low (<$70k),Good,Medium (5-15 days)
EMP0273,Employee_273,Female,37,Sales,Specialist,156836,4603,3,54,77.9,8,23,On-site,Referral,3,No,0,30-39,High (>$120k),Needs Attention,Medium (5-15 days)
EMP0274,Employee_274,Female,58,Sales,Manager,84825,19162,3,89,88,17,1,Remote,Referral,4,No,0,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0275,Employee_275,Male,41,IT,Director,51349,15960,3,57,89.7,17,12,Hybrid,Website,5,No,0,40-49,Low (<$70k),Good,High (>15 days)
EMP0276,Employee_276,Male,27,Operations,Executive,100931,9462,1,33,79.4,28,14,Hybrid,Agency,4,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0277,Employee_277,Female,40,Finance,Manager,84254,14166,3,31,99.1,6,4,Remote,Referral,3,No,0,40-49,Medium ($70k-$120k),Excellent,Medium (5-15 days)
EMP0278,Employee_278,Female,26,IT,Specialist,78225,7754,3,20,79.4,26,2,Remote,Referral,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0279,Employee_279,Female,24,Sales,Manager,144383,14246,4,67,79.4,3,36,On-site,LinkedIn,2,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Needs Attention,Low (<5 days)
EMP0280,Employee_280,Female,22,Sales,Director,52453,4078,3,55,97.9,12,36,Remote,Agency,1,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Excellent,Medium (5-15 days)
EMP0281,Employee_281,Female,59,Sales,Executive,58814,12853,3,38,86.6,16,36,Remote,Website,1,No,0,50+,Low (<$70k),Good,High (>15 days)
EMP0282,Employee_282,Male,36,Operations,Director,58263,17751,5,44,76.6,23,2,Remote,Agency,3,Yes,1,30-39,Low (<$70k),Needs Attention,High (>15 days)
EMP0283,Employee_283,Male,55,Operations,Analyst,117694,4042,3,24,90,1,34,Hybrid,LinkedIn,4,No,0,50+,Medium ($70k-$120k),Good,Low (<5 days)
EMP0284,Employee_284,Male,56,IT,Executive,55735,16284,4,69,90,13,22,On-site,LinkedIn,2,No,0,50+,Low (<$70k),Good,Medium (5-15 days)
EMP0285,Employee_285,Female,46,Finance,Director,55830,14389,3,51,76.6,2,27,Hybrid,Agency,5,No,0,40-49,Low (<$70k),Needs Attention,Low (<5 days)
EMP0286,Employee_286,Male,45,IT,Specialist,87893,2575,3,52,99.3,4,29,On-site,LinkedIn,4,No,0,40-49,Medium ($70k-$120k),Excellent,Low (<5 days)
EMP0287,Employee_287,Male,33,HR,Executive,84673,6754,2,89,88.6,13,17,Hybrid,LinkedIn,3,No,0,30-39,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0288,Employee_288,Female,39,Sales,Executive,129462,17965,3,83,89,2,35,Remote,LinkedIn,4,No,0,30-39,High (>$120k),Good,Low (<5 days)
EMP0289,Employee_289,Male,36,Sales,Manager,85066,1986,2,58,88,22,32,Hybrid,Agency,3,Yes,1,30-39,Medium ($70k-$120k),Good,High (>15 days)
EMP0290,Employee_290,Female,37,Sales,Specialist,140315,18624,3,73,90.3,6,25,Hybrid,LinkedIn,1,No,0,30-39,High (>$120k),Good,Medium (5-15 days)
EMP0291,Employee_291,Male,48,IT,Analyst,43373,15470,3,41,81.6,29,39,On-site,Website,1,No,0,40-49,Low (<$70k),Needs Attention,High (>15 days)
EMP0292,Employee_292,Male,29,IT,Director,50335,5968,3,73,82.2,17,16,On-site,Website,4,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,High (>15 days)
EMP0293,Employee_293,Female,46,Sales,Manager,63741,7493,3,11,87.8,12,39,Hybrid,Referral,2,No,0,40-49,Low (<$70k),Good,Medium (5-15 days)
EMP0294,Employee_294,Male,38,IT,Director,50692,4103,3,33,95.2,28,6,On-site,Website,5,No,0,30-39,Low (<$70k),Excellent,High (>15 days)
EMP0295,Employee_295,Male,50,Operations,Analyst,87295,2076,3,96,76.2,22,7,On-site,Referral,3,No,0,50+,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0296,Employee_296,Female,29,Operations,Analyst,85541,2994,3,75,90.1,26,30,On-site,Agency,5,No,0,<30 (Gen Z/Young Millennial),Medium ($70k-$120k),Good,High (>15 days)
EMP0297,Employee_297,Female,36,IT,Executive,74057,3744,5,47,95.2,21,11,On-site,LinkedIn,1,No,0,30-39,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0298,Employee_298,Male,48,Sales,Analyst,106983,14466,3,40,78.9,9,30,On-site,Website,2,No,0,40-49,Medium ($70k-$120k),Needs Attention,Medium (5-15 days)
EMP0299,Employee_299,Female,28,IT,Director,59583,14523,4,35,75.4,24,18,Hybrid,Referral,2,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,High (>15 days)
EMP0300,Employee_300,Male,24,IT,Specialist,62765,5594,4,38,82.8,12,9,On-site,Agency,5,No,0,<30 (Gen Z/Young Millennial),Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0301,Employee_301,Male,50,IT,Specialist,99287,7531,3,76,89.7,15,38,Remote,Referral,1,Yes,1,50+,Medium ($70k-$120k),Good,Medium (5-15 days)
EMP0302,Employee_302,Female,45,HR,Executive,63906,7371,3,87,78.5,8,11,Hybrid,LinkedIn,5,No,0,40-49,Low (<$70k),Needs Attention,Medium (5-15 days)
EMP0303,Employee_303,Female,24,Operations,Director,125103,14547,3,34,85.7,1,19,Hybrid,Website,4,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Good,Low (<5 days)
EMP0304,Employee_304,Female,41,Finance,Director,119675,18028,3,57,88.8,22,36,Hybrid,Agency,2,No,0,40-49,Medium ($70k-$120k),Good,High (>15 days)
EMP0305,Employee_305,Female,36,Finance,Analyst,86525,3144,3,74,90,4,6,On-site,Referral,2,No,0,30-39,Medium ($70k-$120k),Good,Low (<5 days)
EMP0306,Employee_306,Non-Binary,46,HR,Director,78230,13990,3,62,81.9,28,13,Remote,Agency,4,No,0,40-49,Medium ($70k-$120k),Needs Attention,High (>15 days)
EMP0307,Employee_307,Male,51,IT,Manager,157904,14083,3,76,85,21,10,On-site,Referral,1,No,0,50+,High (>$120k),Good,High (>15 days)
EMP0308,Employee_308,Male,35,HR,Analyst,59520,16626,3,99,94.5,16,6,Hybrid,Referral,2,No,0,30-39,Low (<$70k),Good,High (>15 days)
EMP0309,Employee_309,Female,28,HR,Manager,125238,7954,3,27,98.5,22,28,Hybrid,LinkedIn,3,No,0,<30 (Gen Z/Young Millennial),High (>$120k),Excellent,High (>15 days)
EMP0310,Employee_310,Male,38,Sales,Executive,91934,7269,3,18,96.5,21,9,Hybrid,LinkedIn,3,No,0,30-39,Medium ($70k-$120k),Excellent,High (>15 days)
EMP0311,Employee_311,Male,41,Operations,Specialist,65566,7130,4,47,89.1,3,28,Hybrid,Referral,1,No,0,40-49,Low (<$70k),Good,Low (<5 days)
EMP0312,Employee_312,Male,57,Finance,Executive,113193,6828,3,96,85.3,16,8,On-site,Website,4,Yes,1,50+,Medium ($70k-$120k),Good,High (>15 days)
EMP0313,Employee_313,Male,30,IT,Specialist,143224,8844,2,30,83.3,8,35,Remote,Agency,5,No,0,30-39,High (>$120k),Needs Attention,Medium (5-15 days)
